title,authors,year,journal,doi,abstract,citations,url,publisher,type,source,issn,isbn,volume,issue,pages,language,subjects,license,references_count,is_referenced_by_count,published_print,published_online,editor,funder,link,is_open_access,open_access_url,score
University leadership styles using the Kaizen approach,['Omier Yetaim Alenezi'],,Revista Amazonia Investiga,10.34069/ai/2022.50.02.11,"<jats:p>The current research seeks to enhance current university leadership styles by using the Kaizen approach from a university leadership point of view it also highlights the requirements needed to improve university leadership by applying the Kaizen approach. To achieve these objectives, the research uses the questionnaire as a tool to collect research data and applies this to the leaders, faculty, and staff of four universities in the MENA area. The research sample consists of 160 individuals (including deans, co-deans, department heads, faculty, staff, and employees) from four different universities. The research concluded with several results, from which the majority of the sample first agreed that there is a lack of a Kaizen approach culture among university leadership, and also agreed on the importance of applying Kaizen principles as a model for enhancing university leadership.</jats:p>",1,https://doi.org/10.34069/ai/2022.50.02.11,Amazonia Investiga,journal-article,CrossRef,['2322-6307'],[],11,50,109-121,en,[],"[{'start': {'date-parts': [[2022, 3, 10]], 'date-time': '2022-03-10T00:00:00Z', 'timestamp': 1646870400000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,1,{},"{'date-parts': [[2022, 3, 10]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/50/11-109-121.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.422429
"Manejo florestal comunitário e qualidade de vida: o caso da Floresta Nacional do Tapajós, Amazônia brasileira","['Alice Vinhote Nogueira do Nascimento', 'Dárlison Fernandes Carvalho de Andrade', 'Maria Jociléia Soares da Silva', 'Kairo Silva de Oliveira', 'Thiago Almeida Vieira', 'Karla Mayara Almada Gomes', 'João Ricardo Vasconcellos Gama']",,Biodiversidade Brasileira,10.37002/biodiversidadebrasileira.v15i2.2479,"<jats:p>O manejo florestal contribui com a conservação ambiental, com a socioeconomia e com a qualidade de vida das famílias envolvidas. Neste trabalho, analisamos a contribuição e os desafios do manejo florestal comunitário conduzido pela Cooperativa Mista da Floresta Nacional do Tapajós sobre a qualidade de vida dos moradores da Floresta Nacional do Tapajós. Fizemos entrevistas semiestruturadas em 24 comunidades (somente nas não indígenas), após consentimento dos entrevistados. Ao todo, 241 comunitários foram entrevistados, sendo 187 não cooperados e 54 cooperados. Em relação à cooperativa, 62% dos cooperados apresentaram contentamento positivo. Houve aumento na renda para 91% dos cooperados; 68% reconheceram que a cooperativa influencia moderadamente a fortemente suas vidas. Após a entrada na cooperativa, 85% relataram que houve melhoria nas condições de suas moradias. Os principais problemas evidenciados em relação à cooperativa foram: falta de disponibilidade de vagas de “emprego” e a má gestão (12%). Para que a cooperativa melhore, 22% dos não cooperados afirmaram que precisa haver um aumento no número de vagas e, entre os cooperados, 20% disseram que precisa melhorar a gestão, 15% querem aumento da disponibilidade de vagas de “emprego” e 12% alegaram que precisa melhorar a transparência na gestão da cooperativa. O manejo comunitário tem sido a principal atividade produtiva para melhoria da qualidade de vida dos comunitários da Floresta Nacional do Tapajós, gerando oportunidade de “emprego” e aumento na renda, porém, a gestão da cooperativa precisa melhorar a satisfação dos cooperados e ampliar a participação direta de novas famílias beneficiárias.</jats:p>",0,https://doi.org/10.37002/biodiversidadebrasileira.v15i2.2479,Instituto Chico Mendes de Conservacao da Biodiversidade - ICBBio,journal-article,CrossRef,['2236-2886'],[],15,2,15-36,en,[],"[{'start': {'date-parts': [[2025, 6, 25]], 'date-time': '2025-06-25T00:00:00Z', 'timestamp': 1750809600000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by-nc-nd/4.0'}]",24,0,{},"{'date-parts': [[2025, 6, 25]]}",[],[],"[{'URL': 'https://revistaeletronica.icmbio.gov.br/index.php/BioBR/article/download/2479/1835', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revistaeletronica.icmbio.gov.br/index.php/BioBR/article/download/2479/1835', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by-nc-nd/4.0,11.420431
ChatGPT in English writing: experiences and perceptions of Saudi EFL students,['Awatif Alshammri'],,Revista Amazonia Investiga,10.34069/ai/2024.78.06.4,"<jats:p>This study explores the experiences and perceptions of Saudi English as a Foreign Language (EFL) students using ChatGPT for language writing tasks. Semi-structured interviews were conducted with five female undergraduate English majors at the University of Hail who utilized ChatGPT. The findings reveal significant advantages, including assistance with content structuring, feedback enhancement, and personalized support. However, concerns were raised regarding potential academic dishonesty, overreliance on the tool, and doubts about the accuracy of ChatGPT-generated references. These insights contribute to a deeper understanding of ChatGPT's role in language education and offer guidance for educators and policymakers on the benefits and challenges of employing AI chatbots to enhance students' writing proficiency. The study concludes with recommendations for further research in this field.</jats:p>",3,https://doi.org/10.34069/ai/2024.78.06.4,Amazonia Investiga,journal-article,CrossRef,[],[],13,78,47-57,en,[],"[{'start': {'date-parts': [[2024, 6, 30]], 'date-time': '2024-06-30T00:00:00Z', 'timestamp': 1719705600000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,3,{},"{'date-parts': [[2024, 6, 30]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/78/4-47-57.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.418174
Integrating smart city and smart citizen into the digital economy,['Marsel M. Imamov'],,Revista Amazonia Investiga,10.34069/ai/2024.76.04.7,"<jats:p>The study aims to enhance interactions within smart city infrastructures by systematically analyzing associated challenges and proposing strategic solutions. Employing methodologies such as system analysis, synthesis, optimization, modeling, and decision-making—while considering process uncertainties—we dissect the ""smart city"" and ""smart city dweller"" concepts, charting their evolutionary cycles. The results outline a structural framework for interactions between citizens, the state, businesses, and society, integrating key subsystems into a unified infrastructure. We also evaluate feedback mechanisms in urban projects like ""Active Citizen"" and ""Garbage. Not.Net,"" and investigate smart city self-regulation using the Hurwitz criterion. These insights provide actionable guidance for assessing and advancing smart city projects.</jats:p>",0,https://doi.org/10.34069/ai/2024.76.04.7,Amazonia Investiga,journal-article,CrossRef,[],[],13,76,83-89,en,[],"[{'start': {'date-parts': [[2024, 4, 30]], 'date-time': '2024-04-30T00:00:00Z', 'timestamp': 1714435200000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,0,{},"{'date-parts': [[2024, 4, 30]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/76/7-83-89.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.404845
La Naturaleza como Sujeto de Derechos:,"['Diana Catalina López-Sarasty', 'Esther Julia Olaya-Marín', 'Javier Alfredo Molina Roa']",,Revista Interamericana de Investigación Educación y Pedagogía RIIEP,10.15332/25005421.10005,"<jats:p>El artículo discute la relación entre la educación ambiental en la región amazónica de Colombia y la Sentencia 4360 de 2018, que reconoce derechos a la Amazonia. Analiza cómo el gobierno y los Proyectos Ambientales Escolares (PRAE) responden a esta orden judicial para fomentar una conciencia climática. Destaca la necesidad de actualizar la política educativa para incluir el cambio climático y promover prácticas sostenibles, especialmente en regiones como Caquetá. Los PRAE se presentan como clave para conectar la teoría con la acción climática. El texto enfatiza un enfoque colaborativo entre entidades educativas, comunidades y el gobierno, crucial para conservar la Amazonia y asegurar el futuro. Subraya la educación como un deber colectivo para enfrentar retos ambientales, resaltando la importancia de la acción coordinada y la actualización de políticas para una efectiva educación ambiental.</jats:p>",0,https://doi.org/10.15332/25005421.10005,Universidad Santo Tomas,journal-article,CrossRef,"['2500-5421', '1657-107X']",[],17,2,349-375,en,[],"[{'start': {'date-parts': [[2024, 7, 1]], 'date-time': '2024-07-01T00:00:00Z', 'timestamp': 1719792000000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by-nc-sa/4.0'}]",0,0,{},"{'date-parts': [[2024, 7, 1]]}",[],[],"[{'URL': 'https://revistas.usantotomas.edu.co/index.php/riiep/article/download/10005/8470', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://revistas.usantotomas.edu.co/index.php/riiep/article/download/10005/8470', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by-nc-sa/4.0,11.396265
Media coverage of the Olympic Games,"['Natalia Sydorenko', 'Anastasiia Volobuieva']",,Revista Amazonia Investiga,10.34069/ai/2022.51.03.6,"<jats:p>The Olympic Games have always occupied a special place in the information environment. Coverage of the preparation of these important competitions in modern media discourse deserves more detailed consideration. This is due to the development of new media, in particular, social networks and a kind of competition with traditional media. Accordingly, the aim of the work is to analyze the peculiarities of the coverage of the Olympic Games in the media. As a result of the study, it was concluded that since the London Olympics in 2012, traditional media have experienced strong competition from social networks (eg, Facebook, Twitter). As a result, new media promote active communication, which allows individual consumers to create content in a very specific way. At the same time, there are alarming trends in the use of the media in information or political confrontation, which is a threat to freedom of expression. In order to analyze the coverage of the Olympic Games in the media, general theoretical research methods are used, including analysis and synthesis. The conclusions conclude that modern media contribute to the promotion of the Olympic movement in the world, and the use of the latest media opportunities significantly democratize and diversify this process.</jats:p>",0,https://doi.org/10.34069/ai/2022.51.03.6,Amazonia Investiga,journal-article,CrossRef,['2322-6307'],[],11,51,61-70,en,[],"[{'start': {'date-parts': [[2022, 4, 20]], 'date-time': '2022-04-20T00:00:00Z', 'timestamp': 1650412800000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,0,{},"{'date-parts': [[2022, 4, 20]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/51/6-61-70.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.393935
Legislative support for the public policy of national memory in Ukraine,['Svitlana Vlasenko'],,Revista Amazonia Investiga,10.34069/ai/2024.78.06.18,"<jats:p>The implementation of legislative support for public policy on national memory in Ukraine is realised through the enactment of legislative acts, including the Constitution of Ukraine and Ukrainian laws. The country's prevailing political situation and social moods have primarily shaped it. This article aims to examine the legislative framework of Ukraine (1991-2024) that facilitates the formation and implementation of public policy on national memory within the state. The study demonstrates that active legislation has occurred over the past ten years and continues to the present day. It is established that the legislative base in the sphere of national memory comprises conceptual, organisational, and regulatory acts, which delineate the scope of their functionality. Significant achievements have been made in the legislative support of public policy on national memory in Ukraine. It is evident that the issue of adopting a special law that would define the fundamental principles of national memory policy in Ukraine, ensuring comprehensive regulation of its formation and implementation, still needs to be solved. The completeness of memory policy regulation at all levels of the administrative system is defined, and problematic issues are identified. The necessity for enhancing the legislative framework supporting public policy on national memory in Ukraine is revealed.</jats:p>",0,https://doi.org/10.34069/ai/2024.78.06.18,Amazonia Investiga,journal-article,CrossRef,[],[],13,78,218-230,en,[],"[{'start': {'date-parts': [[2024, 6, 30]], 'date-time': '2024-06-30T00:00:00Z', 'timestamp': 1719705600000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,0,{},"{'date-parts': [[2024, 6, 30]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/78/18-218-230.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.391953
"THE VALUE OF REAL AND VIRTUAL WATER IN THE PRODUCTION OF CONCRET IN THE METROPOLITAN REGION OF BELÉM-PABelém-PA, AMAZONIA, BRAZIL","['Lidianne Pereira Gomes Lucas Barreto', 'Claudio José Cavalcante Blanco', 'André Augusto Azevedo Montenegro Duarte', 'Augusto César de Mendonça Brasil De Mendonça Brasil', 'Marcelo de Souza Picanço De Souza Picanço', 'Marcelly De Figueiredo Mendonça', 'Renata Godinho Pinto']",,MIX Sustentável,10.29183/2447-3073.mix2023.v9.n2.189-201,"<jats:p>Water is present in civil construction in real and virtual forms. Real water is used in the extraction of raw materials, for manufacturing building materials and during the daily activities of buildings. Virtual water, on the other hand, is incorporated into the product. Assuming growth in concrete production and water scarcity concerns, this research proposed analysing the amounts, importance and economic values of real and virtual water as intrinsic parts of concrete. By considering the amount of water in raw materials and the corresponding unit costs, the percentages of increase in the value of one cubic metre of concrete correspond to less than 1.14% for real water and 39.9% for virtual water. These price differences, although they exist, are currently not added to the final production price of concrete. Therefore, it is necessary to consider the amount of this natural resource as an inherent part of concrete, so that the value of water can effectively be perceived and approximated by the construction sector today and in the future.</jats:p>",0,https://doi.org/10.29183/2447-3073.mix2023.v9.n2.189-201,Mix Sustentavel,journal-article,CrossRef,"['2447-3073', '2447-0899']",[],9,2,189-201,en,[],"[{'start': {'date-parts': [[2023, 4, 2]], 'date-time': '2023-04-02T00:00:00Z', 'timestamp': 1680393600000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0'}]",0,0,{},"{'date-parts': [[2023, 4, 2]]}",[],[],"[{'URL': 'https://ojs.sites.ufsc.br/index.php/mixsustentavel/article/download/5635/5113', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://ojs.sites.ufsc.br/index.php/mixsustentavel/article/download/5635/5113', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0,11.390142
SUSSURROS E VOZES DA AMAZÔNIA BRASILEIRA,['Mariluci Guberman'],,Nova Revista Amazônica,10.18542/nra.v8i2.9370,"<jats:p>Os pensamentos, as emoções, o modo particular de cada civilização ver o mundo e a si mesma formam sua filosofia. Busca-se, neste estudo, o pensamento desses povos e de seus descendentes, pois já se esgotou a época em que se acreditava numa só filosofia para a humanidade. Diferenças entre os povos no campo das ideias são características: o pensamento dos ocidentais se revela em um tempo linear e finito, como ""início e fim"", já o pensamento dos orientais se revela em um tempo cíclico e infinito. Os povos pré-hispânicos, embora integrem o Ocidente, mantêm um pensamento similar ao do Oriente, principalmente, em relação ao homem e à natureza. Portanto, deve-se discutir o pensamento indígena e o ocidental, tanto no que diz respeito à valorização da cultura indígena, quanto no que concerne à preservação da natureza.</jats:p>",0,https://doi.org/10.18542/nra.v8i2.9370,Universidade Federal do Para,journal-article,CrossRef,['2318-1346'],[],8,2,09,en,[],"[{'start': {'date-parts': [[2020, 9, 25]], 'date-time': '2020-09-25T00:00:00Z', 'timestamp': 1600992000000}, 'content-version': 'unspecified', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by-sa/4.0'}]",0,0,{},"{'date-parts': [[2020, 9, 25]]}",[],[],"[{'URL': 'https://periodicos.ufpa.br/index.php/nra/article/viewFile/9370/6472', 'content-type': 'application/pdf', 'content-version': 'vor', 'intended-application': 'text-mining'}, {'URL': 'https://periodicos.ufpa.br/index.php/nra/article/viewFile/9370/6472', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,http://creativecommons.org/licenses/by-sa/4.0,11.385957
Attitude of higher education learners toward online examination,['Yousef Almoslamani'],,Revista Amazonia Investiga,10.34069/ai/2022.53.05.17,"<jats:p>The study aimed to enrich the national online learning context and settle the skeptical arguments regarding the student's attitude toward online examination and misconduct among them. A cross-sectional approach is used, and an online survey distributed over the sample of the study consists of 762 higher education learners in Saudi universities. The results of the study showed those positive students' attitudes toward online examination, reveals no significant differences exist on the dependent variables between the different genders and degrees, and significant differences were evident on the dependent variables related to study year and college.</jats:p>",2,https://doi.org/10.34069/ai/2022.53.05.17,Amazonia Investiga,journal-article,CrossRef,['2322-6307'],[],11,53,176-185,en,[],"[{'start': {'date-parts': [[2022, 7, 4]], 'date-time': '2022-07-04T00:00:00Z', 'timestamp': 1656892800000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,2,{},"{'date-parts': [[2022, 7, 4]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/53/17-176-185.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.384662
Loan words and Internet expressions in Chinese linguistics,['Luan Luan'],,Revista Amazonia Investiga,10.34069/ai/2021.46.10.20,"<jats:p>The article examines loan words and modern Internet language in Chinese, the method of their translation, the mechanism of their transformation into stable expressions of the normative language. With the development of globalization and information technology, some neologisms and new expressions appear in the Chinese language. The study of this problem allows us to show the dynamic nature of the language, to consider the interaction of language and the development of society. The goals and objectives of the study are to identify the semantic volume of some loan words in the Chinese language, to analyze the impact of translation on the linguistic picture of the world, to explore new expressions associated with information science. For the study, an associative experiment is carried out among Chinese respondents, language fragments from the media and the corpus of the modern Chinese language are analyzed. It is indicated that when entering into the Chinese linguistic composition, foreign-language words and the Internet language are often given a Chinese mentality and worldview. Different translation methods will have a certain impact on the cognition and world outlook of native Chinese speakers.</jats:p>",0,https://doi.org/10.34069/ai/2021.46.10.20,Amazonia Investiga,journal-article,CrossRef,['2322-6307'],[],10,46,201-208,en,[],"[{'start': {'date-parts': [[2021, 10, 25]], 'date-time': '2021-10-25T00:00:00Z', 'timestamp': 1635120000000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,0,{},"{'date-parts': [[2021, 10, 25]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/46/20-201-208.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.381987
Ukrainian Intellectual Drama of the 2000s,"['Tetiana Virchenko', 'Roman Kozlov']",,Revista Amazonia Investiga,10.34069/ai/2021.38.02.4,"<jats:p>In spite of the presence in contemporary scientific works, the terms ‘intellectual drama’ and ‘intellectual theater’ have blurred boundaries. The aim of the article is to identify productive genres and methods of intellectualization in Ukrainian drama of the 2000s. The category of genre was taken as the basis for material structuring. Genre analysis is combined with a poetics analysis of a literary work and an analysis of theatrical techniques that promote intellectualization. Regardless of the genre determined by a writer for a work, no matter what generation an author identifies himself with, the play-writers are common in the importance of keeping eye on the today’s world. But this does not condition the realism of the content of scripts or when performed on the stage. The study confirms that parable drama, intellectual and philosophical drama, biographical drama, drama of the absurd belong to the actual genres of intellectual drama. The synthesis of styles, arts, and acting provocations is dominated on the Ukrainian stage of the 2000s. Escalation of conflict is emphasized by means of special stage features (a moving platform, specific color or sound, etc.). The conflict of self-identification is among the variety of inner conflicts presented in plays.</jats:p>",0,https://doi.org/10.34069/ai/2021.38.02.4,Amazonia Investiga,journal-article,CrossRef,['2322-6307'],[],10,38,39-50,en,[],"[{'start': {'date-parts': [[2021, 4, 12]], 'date-time': '2021-04-12T00:00:00Z', 'timestamp': 1618185600000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,0,{},"{'date-parts': [[2021, 4, 12]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/38/4-39-50.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.364537
"The butterflies of Cristalino Lodge, in the Brazilian southern Amazonia: An updated species list with a significant contribution from citizen science","['Luísa L. Mota', 'Stephen J. Boddington', 'Keith S. Brown Jr.', 'Curtis J. Callaghan', 'Gill Carter', 'Will Carter', 'Sidnei M. Dantas', 'Diego R. Dolibaina', 'Kim Garwood', 'Richard C. Hoyer', 'Robert K. Robbins', 'Aaron Soh', 'Keith R. Willmott', 'André V. L. Freitas']",,Biota Neotropica,10.1590/1676-0611-bn-2022-1367,"<jats:p>Abstract The richest butterfly communities in the world are found in the Amazon rainforest. Despite of this, and the importance of species inventories for the knowledge of diversity patterns, there are few comprehensive lists of butterflies for localities in the Brazilian Amazon. Here, we present an updated list of the butterflies of Cristalino Lodge (Alta Floresta, Mato Grosso, Brazil), in southern Amazonia, based on specimens collected by researchers and photographic records taken by ecotourists, butterfly watchers, and tour guides. With 1010 species recorded, this is currently the largest list of butterflies published for a single locality in Brazil and the first to reach (and surpass) 1000 species, with more than one third of the records coming from citizen science. The region has about 29% of the butterfly species in Brazil and one of the greatest richnesses known in the country, inferior only to areas in the western Amazon. Its fauna is mainly composed of species widely distributed in lowland Amazonia, with the addition of some species typical of the Cerrado. It has a relatively low number of species of the tribe Ithomiini (Nymphalidae: Danainae), generally considered a good indicator of the total butterfly diversity in neotropical forests, which points to the need for caution when using a single taxonomic group as a surrogate of richness of entire communities. The present work highlights the importance of citizen science and ecotourism centers for inventories and data on species distribution in diverse tropical forests.</jats:p>",5,https://doi.org/10.1590/1676-0611-bn-2022-1367,FapUNIFESP (SciELO),journal-article,CrossRef,['1676-0611'],[],22,3,,en,[],"[{'start': {'date-parts': [[2022, 1, 1]], 'date-time': '2022-01-01T00:00:00Z', 'timestamp': 1640995200000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}, {'start': {'date-parts': [[2022, 1, 1]], 'date-time': '2022-01-01T00:00:00Z', 'timestamp': 1640995200000}, 'content-version': 'am', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}, {'start': {'date-parts': [[2022, 1, 1]], 'date-time': '2022-01-01T00:00:00Z', 'timestamp': 1640995200000}, 'content-version': 'tdm', 'delay-in-days': 0, 'URL': 'http://creativecommons.org/licenses/by/4.0/'}]",108,5,{},{'date-parts': [[2022]]},[],[],"[{'URL': 'http://www.scielo.br/scielo.php?script=sci_pdf&pid=S1676-06032022000300302&tlng=en', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,http://creativecommons.org/licenses/by/4.0/,11.329701
National and cultural elements in Russian children's discourse,['Luan Luan'],,Revista Amazonia Investiga,10.34069/ai/2021.46.10.6,"<jats:p>The work is devoted to the topical problem of linguoculture. The subject of the research is cultural codes in children's discourse based on the materials of the living speech of Russian children on the site ""Children Speak"". For the research general scientific methods of analysis and generalization, descriptive and contextological methods, the method of linguoculturological and ontogenetic analysis are used. As a result, the linguocultural and linguo-sociological aspects of the formation of a child's linguistic personality are considered. At the same time, attention is focused on identifying the peculiarities of Russian children's discourse in the linguocultural aspect, studying the ethnocultural determinants of creating the linguistic personality of children. Based on the results of the analysis, it was concluded that the national culture is one of the decisive factors affecting the speech activity of children. In the process of mastering the native language, the child simultaneously acquires a special national mentality and creates a system of values that coincides with it, such as patriotism, the symbolic meaning of animal archetypes, attitude towards the family, etc. Moreover, under the influence of a child's linguistic personality, a certain deviation from the usual national worldview is also manifested in children's discourse.</jats:p>",0,https://doi.org/10.34069/ai/2021.46.10.6,Amazonia Investiga,journal-article,CrossRef,['2322-6307'],[],10,46,71-78,en,[],"[{'start': {'date-parts': [[2021, 10, 25]], 'date-time': '2021-10-25T00:00:00Z', 'timestamp': 1635120000000}, 'content-version': 'vor', 'delay-in-days': 0, 'URL': 'https://creativecommons.org/licenses/by/4.0/'}]",0,0,{},"{'date-parts': [[2021, 10, 25]]}",[],[],"[{'URL': 'https://amazoniainvestiga.info/check/46/6-71-78.pdf', 'content-type': 'unspecified', 'content-version': 'vor', 'intended-application': 'similarity-checking'}]",True,https://creativecommons.org/licenses/by/4.0/,11.325757
